id	tweet	subtask_a	subtask_b	subtask_c
10719	"@USER @USER We need a marijuana lobby that can bribe the GOP like big pharma does. Otherwise, you're screwed. Just because it's good for America, that means nothing... see gun control"""""	OFF	TIN	IND
20663	"@USER @USER I think his character rubbed off on my Knight. She is somewhat witty like him, such as when she says I don't need to see you when I can smell you"" to the Sith on Alderaan. He was a good Master."""	NOT	NULL	NULL
54273	@USER @USER My favourite part of this is watching all the conservatives lose their minds as usual. Once again the Democrats are being mean to us boo-hoo. LOL.	OFF	UNT	NULL
73752	@USER @USER Learning English for “Conservatives”	NOT	NULL	NULL
63967	@USER Ask your friends over at @USER	NOT	NULL	NULL
11812	@USER @USER I had the good fortune of having her jump on a stickerwoman post a while back. She is a woman 😢  She tried to tell me that stickerwoman was a hate crime against Muslims ...🤔	NOT	NULL	NULL
44762	@USER @USER @USER @USER Becca. She is too much work.	NOT	NULL	NULL
10036	@USER Chris You are just stiring the pot and it is a political dig. How about Texas how were things handled there. PR was a totally different situation.  How did you help?	NOT	NULL	NULL
48200	@USER .@USER Me thinks you are TERRIFIED of Americans seeing the declassified docs! We conservatives like transparency which seems to be a dirty word to u dems. PS WE HAVE NO WORRIES ABOUT OUR GREAT PRESIDENT!  #DeclassifyItAll	NOT	NULL	NULL
68042	- Had a nice visit with Mommie dearest. I really had to bribe her with Diet Pepsi to eat the rest of her dinner..... 😂😭🤦🏾‍♀️ She is something else!! Love that lady....	NOT	NULL	NULL
61939	@USER If you are considering leaving the Republican party PLEASE DO. We don't need anymore pretend Republicans interfering with Trump's awesome agenda. Sounds like you need to just resign.	NOT	NULL	NULL
81567	President Trump to Hold MAGA Rally in Missouri This Week URL #donaldtrump #donaldtrumprallies #featured #springfield URL	NOT	NULL	NULL
26527	@USER @USER @USER @USER But here is an easy chance to prove me wrong. Show me one instance where increased gun control in this country caused a decrease in crime with guns.	NOT	NULL	NULL
29624	@USER @USER She now THINKS she is a political activist the same way she THINKS she can act	NOT	NULL	NULL
33267	@USER She is quick!!!	NOT	NULL	NULL
83844	@USER No one is open! You think he is sitting there waiting to get hit lol. The pick that was called back Kyle said the one of the receiver ran the wrong route again! A route that was need to pick Matt open! 🤦🏽‍♂️ 49ers need to get their head out of their asses	OFF	TIN	GRP
25944	@USER @USER So we should be denouncing Democrats &amp; their ANTIFA Thugs? Done &amp; Done!!!	OFF	TIN	GRP
94562	@USER @USER This has already been rejected as you well know. This is another time wasting exercise @USER	NOT	NULL	NULL
33307	@USER @USER Gun control is hitting the target where you intended to hit it.   Since Democrats want to infringe on everyone else's gun rights. I'm ok with just banning them from Dems. URL	NOT	NULL	NULL
74862	@USER @USER I saw that but i dont think thats a tattoo. It looks like that fuckin fashion fabric string or some shit. Idk. Might not me but that ass looks exactly like hers ha	OFF	UNT	NULL
64322	@USER @USER Just Chicago so they can stop the gun violence. Seems that is what democrats claim will stop it. Show us in one of the worst gun violence cities controlled by democrats so the nations will see how that works. Make it a model of successful gun control policies.	OFF	TIN	OTH
26187	HYSTERICAL! #MAGA #KAG #VoteRed #WalkAway URL	NOT	NULL	NULL
63870	@USER You are a wonderful asset and a great influence!	NOT	NULL	NULL
62973	@USER This reminds me of conservatives wanting to know if Monica was on her back or her knees. Is it really needed to decide these guys are sleeze bags?	NOT	NULL	NULL
15618	@USER American liberals will eat their own young to maintain power. Everyone is a racist a rapist  a fascist keep everyone addicted to social programs don’t teach them to fend keep them addicted to government don’t let them think for themselves dems will keep black n Hispanics chained	OFF	TIN	GRP
31240	@USER Judge Roy Moore will masterbate to this story.  #MAGA	OFF	TIN	IND
37526	4A: Texas Medical Board engaging in warrantless searches of doctor’s offices in ‘back-door gun control’ effort  URL	NOT	NULL	NULL
19466	@USER @USER More Jewish theatrics from (((Google)))	NOT	NULL	NULL
78553	@USER Calling b s	NOT	NULL	NULL
58691	@USER Ok guys I think her claims are b.s. too but if you start threatening her you're no better than Antifa	NOT	NULL	NULL
97979	@USER @USER I don't live in the US so maybe that is one reason why i don't know who she is 💀	NOT	NULL	NULL
59208	@USER 1st of all who trust the FBI to do a polygraph?I don't! She can pass it if she's a habitual liar.They have no fear or caring about what or who they lie about. She's probably a closet ANTIFA member.Insane to wait 30 yrs.If true others could have been hurt bc of her complancey.🤬	NOT	NULL	NULL
83966	@USER 100% he is the Messi of goalkeeping GOAT	OFF	TIN	IND
74603	@USER Hello... the problem with more gun control is the only people that guns are being taken away from or ‘controlled’ as you say are people like me who has the legal right to carry a gun. So before you continue to scream gun control... look at who it would affect.	NOT	NULL	NULL
67387	@USER He is short and felt I should bow down at the mention of engineer..  😑😒	NOT	NULL	NULL
97469	@USER And Twitter seems to be beholden to CNN	NOT	NULL	NULL
70752	@USER @USER @USER There’s actually republican cities that have higher crime rate than Chicago URL	NOT	NULL	NULL
96262	"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Lol. You are not arguing againstbthe system I want, and I am not arguing in favor of the system you describe.  That is like you arguing for the principles of anarchy, and me constantly saying oh yeah, well, Hillary was a corrupt politician""  Irrelevant.  Factual, but irrelevant"""	NOT	NULL	NULL
47741	@USER As well he should! These people are the DREGS OF SOCIETY - NOT THE PRESIDENT'S SUPPORTERS! At least we didn't try to stage a coup d'etat!  #QAnons #GreatAwakeningWorldwide #JoeBiden #MAGA	OFF	TIN	IND
29634	@USER #JustSayin’ what the majority is thinking. More #FakeOutrage &amp; #Lies from the #LunaticLeft. Never seen so many sore losers throwing temper-tantrums for almost 2 years now. Embarrassing! #MAGA🇺🇸 URL	OFF	TIN	GRP
43459	@USER Beto-male	NOT	NULL	NULL
88446	@USER As a member of antifa? ;)	NOT	NULL	NULL
66578	@USER @USER Yup! She will destroy hard working ppl and small businesses. She is evil with a pretty face and ppl are falling for it.	OFF	TIN	IND
72618	@USER @USER @USER @USER @USER @USER @USER The kid he scored on looks like he is about to drop outta school now. Somebody check on him	NOT	NULL	NULL
35726	@USER @USER Same rat that said antifa was a Black organization	OFF	TIN	GRP
62671	.@USER is her own person. She is not a @USER copycat. #NVSen URL	NOT	NULL	NULL
91440	@USER @USER @USER @USER @USER So tell me all about why you are simply rudeand racist. Was it your mother…?	OFF	TIN	IND
99651	:(( I want him to rest 4ever :((( He is such a sleepy baby :((( URL	NOT	NULL	NULL
61541	@USER @USER @USER People don't seem to know about these organizations or understand their scheme. It's anti-freedom tuition fees and Antifa piggy banks. Need more people to denounce it and make students aware of it so they can vote to stop funding them.	NOT	NULL	NULL
91200	@USER Do we get to choose which women go first?	NOT	NULL	NULL
30567	@USER Deluded until he is walked off.	NOT	NULL	NULL
93619	@USER polls pls	NOT	NULL	NULL
10535	@USER He’s an NBA plant!	NOT	NULL	NULL
98976	"99.9% of the Alumni"" standing up for #ChristineBlaseyKavanaugh didn't even know her....and none are witnesses to her ""stories."" DemocRATS &amp; Liberals are just to destroy America.  #ConfirmKavanaughNow"""	OFF	TIN	GRP
44513	#Loomer Rachel Rollins a Dem running for DA in Boston. She plans to decriminalize what she calls petty crimes (e.g. breaking and entering) she is running in a crowded field &amp; is being hailed by the media as the best candidate. Thanks for doing what “conservatives” refuse to do! URL	NOT	NULL	NULL
95780	@USER Yes that and ANTIFA.	NOT	NULL	NULL
86468	@USER The NRA is now intimidated by a British cartoon. They should stay out of European animation ethics unless they want all of Europe weighing in on gun control.	NOT	NULL	NULL
93601	@USER @USER @USER I am sure he is doing that in his organization.   Also respect is a two way street. Law enforcement  job is to protect  and SERVE its citizens.  It like they miss that part .	OFF	TIN	IND
81967	@USER Cali already has some of the most strict gun control laws in the county. And you can't blame this on on Indiana.	OFF	TIN	OTH
78008	@USER @USER @USER Nobody will kill or beat her!  Cheap tectics to become popular LGBT Tikoo.  She can follow SUNNY LEONE also: she is popular not only in India but world😴  Best of Luck and hope to see both of ur videos together:   Sri Krisna will definetly make ur next video popular. Have fun🙏	OFF	TIN	GRP
52853	@USER @USER @USER We all know death threat are a Resist/Antifa tactic.	NOT	NULL	NULL
25789	@USER Double down on rating. Bet NCAA loves this.	NOT	NULL	NULL
90116	@USER @USER He is delusional.	NOT	NULL	NULL
80399	@USER Wayne say he trying out do drake so this shit gotta be decent at least!	OFF	TIN	IND
78210	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Got you Joseph always happy to follow like minded Patriots 😀but pls follow back!	NOT	NULL	NULL
49174	@USER Another Snow Flake melting down.. URL	NOT	NULL	NULL
24905	@USER  Mr. Woods....Please help if you will.  @USER has published an ANTIFA target list on his Twitter Account with names of high profile and other Trump supporters. I have reported this to Twitter. They have NOT suspended his account.	NOT	NULL	NULL
90654	@USER What she is proven??? Lies???	OFF	TIN	GRP
70789	Mark Judge doesn't want to lie for KAVANAUGH. #MAGA @USER URL	NOT	NULL	NULL
45222	@USER The real #Antifa	NOT	NULL	NULL
68958	"Repeat After Me:  I will NOT listen to the polls I will NOT get discouraged, even if I'm in a blue"" state I will vote Republican on Tuesday, November 6th, 2018  #iPledgeToVote #MAGA #RedtoBlue"""	NOT	NULL	NULL
53434	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Proud to follow all.  Thanks for the follow-back!	NOT	NULL	NULL
93348	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Great girl and I’m sure there are more of them. In the Democratic Party. She is a real prize	NOT	NULL	NULL
55766	@USER could fund an entire school incl teachers’ salaries and have then teach his own curriculum. Indoctrinating generations of youth however he sees fit...my gas tank on E rn	OFF	TIN	IND
62706	@USER @USER @USER @USER Antifa....that's who. It works both ways...be careful.	NOT	NULL	NULL
20432	@USER @USER I don't know who she is 💀💀💀	NOT	NULL	NULL
87177	@USER Socialism and more gun control NO THANKS!	NOT	NULL	NULL
61214	@USER Fluctuat Nec Mergitur - Latin for she is tossed by the waves but she does not sink - also the city motto of Paris.	NOT	NULL	NULL
39471	@USER And how is the investigation  against your son the antifa  Terrorist going	OFF	TIN	IND
74845	@USER I'm responding with a fact. You are totally unfamiliar with how Harper government incentives and it's laughable that you're saying that. You know what you can have your check mate. I give it to you.	NOT	NULL	NULL
73534	@USER Do you know who else is BETTER OFF under the @USER  @USER tax policies? See chart Morneau Shepell stock vs tsx over the last three years since Bill came to power. ONLY an 80% bump over 3 years.  #liberals #friendsandfamily #ethics #cdnpoli URL	NOT	NULL	NULL
84281	@USER Can we all agree to pray for big dumb mike to keel over of a heart attack. he looks ripe.	OFF	TIN	IND
66244	@USER @USER @USER No way this woman was threatened and had to move out of her house because of conservatives or Republicans	NOT	NULL	NULL
54306	"@USER @USER Hillary? Why is she on the social studies curriculum? Why? Who is she to be in any curriculum?  She is nothing!  I'm shocked that she was in any curriculum, but I am very happy to see that she is OUT!""  (I am so glad she's nowhere near the @USER"	OFF	TIN	IND
50560	@USER @USER You are the In educated twat! That speed crap and can’t read obviously🤒!	OFF	TIN	IND
32416	@USER Shut up man  You are useless	OFF	TIN	IND
92760	@USER @USER #Trudeau and the #Liberals have the ability to stop it but choose not to as it serves their agenda of turning Canada into a third world cess pool. A Socialist's dream. #cdnpoli	NOT	NULL	NULL
47525	.@USER 15 minutes ago vs. Liberals just minutes later. #cdnpoli URL	NOT	NULL	NULL
44825	-found out there's more gun control you can't do mass murder in schools or theatres on Oct 21 has anyone done this joke yet	OFF	TIN	GRP
16673	#Labour #Councillor shouting Nazi Scum ..  At victims of #GroomingGangs and this is going to get worse under #JeremyCorbyn's socialist #Britain   #Muslims #Islam #Leftists #MAGA #MEGA #MCGA #MEGA #Patriots #Conservatives URL	NOT	NULL	NULL
50605	@USER @USER You really have to let it go. He's going to get confirmed.  You can continue to kill babies  and gun violence will continue despite gun control.	OFF	TIN	IND
20845	@USER @USER Liberals don’t believe in facts just feelings	NOT	NULL	NULL
81733	My guess is 44 got it from those 100's of $bil of money he stole from #fanniemae that sat off balance as a slush fund in @USER  see #fannieGate. URL  #ThursdayThoughts #Releasethetexts #NoRedactions #Obamagate #ObamaKnew #DrainTheDeepState  @USER #MAGA URL	OFF	TIN	GRP
13331	--------&gt;The American Revolution would never have happened with gun control. #USConstitution	NOT	NULL	NULL
32322	@USER @USER @USER @USER And you’re just another Twitter asshole. #Muted	OFF	TIN	IND
90490	@USER @USER She doesn't support stand you ground or arming teachers. Gun control. Idaho believes in gun rights.   Zero chance.	OFF	TIN	IND
51020	@USER You are love😍	NOT	NULL	NULL
38159	@USER @USER People become racists because of all this racism-bullshit !	NOT	NULL	NULL
39296	@USER Brilliant journalistic commentary here	NOT	NULL	NULL
38878	@USER @USER These liberals have no problem lying.	OFF	TIN	OTH
46881	@USER Why are you bothering me	OFF	UNT	NULL
41767	@USER @USER @USER Was he trying to fool you?	NOT	NULL	NULL
37483	@USER Are you and your family okay? Not sure how close you are to everything.	NOT	NULL	NULL
99579	@USER Oh you are very welcome.	NOT	NULL	NULL
16833	Another fucking Pittsburgh Nazi. Philly Antifa is naming names and it’s glorious. URL	OFF	TIN	GRP
16581	@USER Hogg doesn't  have a clue about life .	NOT	NULL	NULL
35133	"@USER So funny, this was labeled as sensitive media""!!   Yet, people post porn on Twitter all the time. Unfiltered"""	OFF	TIN	GRP
10969	@USER Ain uor kkkkk	NOT	NULL	NULL
91930	@USER @USER @USER @USER @USER Live in Canada.  Already have great gun control plus a low homicide rate(coincidence?) Thanks for the advice though.	NOT	NULL	NULL
94619	@USER melbourne didnt like me can I join you instead I even have a flag #Rimmy4Antifa URL	NOT	NULL	NULL
86841	"@USER @USER And if the Resistance"" wins:  Permanent K-college indoctrination and censorship; likewise social media, H'wood and MSM; open-season' on Trumpists by AntiFa-types.  Exponential growth of DSA (which we're only now hearing about) in gov't.  And evisceration of BoR, esp. 1A and 2A"""	NOT	NULL	NULL
65372	@USER He’d shat his pants if he faced any Antifa	OFF	TIN	OTH
39188	@USER Thank you Sir i am a R.E developer in Boston the market is on FIRE  God Bless and we are ALL behind you #MAGA	NOT	NULL	NULL
18970	@USER yep i was chatting to them about the clubs i wanted to join at uni and they said i should join antifa as it was something they did as kids	NOT	NULL	NULL
25729	@USER @USER He's a crook #TrumpTime URL	OFF	UNT	NULL
33165	"#wisdomwednesday  - Forgiveness says you are given another chance for a new beginning"". @USER  Pray with forgiveness in your heart and you can guarantee an answer to… URL"	NOT	NULL	NULL
34683	@USER @USER And so is the duster thank god	NOT	NULL	NULL
81553	"@USER Gun control measures?  As in Fast and Furious"", where you directed FFL dealers to violate the law and allow straw purchases?  Where you knowingly allowed firearms to be sold to criminal organizations?"""	OFF	TIN	GRP
76643	@USER I remember how much we were making fun of conservatives in the 90s for thinking that puppets were gay... Now people are upset because they're not gay... PBS needs to put on a documentary teaching people how puppets are made...	OFF	TIN	GRP
30789	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ty. You are welcome. #MAGA	NOT	NULL	NULL
36631	@USER Good idea. They need to protect our borders more than they need to be overseas.	NOT	NULL	NULL
62830	@USER @USER What? I have no clue what you are trying to say. I’m certainly no Trump supporter FFS. Just rational 😂  Keep on keeping on with whatever it is you are trying to achieve.	NOT	NULL	NULL
85971	@USER Man I hope I don’t die before Florence hits.. I heard he is going to be a great time!!	OFF	UNT	NULL
67365	@USER @USER I have. Its horse dung. She can't remember when and where. It comes out at the last second. Her parents lost a foreclosure case where his Mom was the judge  she is a hardcore anti Trump liberal  the #MeToo is turning into BLM ANTIFA and there is 0 due process	NOT	NULL	NULL
47449	@USER What’s shocked me is that they consider themselves seculars !!!! Liberals !!! Those kind of yoga vegan freaks ! But when it’s about occupation they shift to something els ! URL	NOT	NULL	NULL
65041	@USER Have you reported that the killer of Mollie Tibet’s will receive reward money?   Did you report this?	NOT	NULL	NULL
29157	@USER @USER I dont know... Antifa is pretty dumb.	OFF	TIN	IND
38181	@USER mad bc you’re hot as fuck and they can’t have you 😭❤️	OFF	TIN	IND
87646	@USER A positive note!	NOT	NULL	NULL
81472	@USER She don’t never have on pants and she is forever throwing up the people’s eyebrow with her pinched nose ass.... URL	OFF	TIN	IND
81445	@USER The only thing this is going to do is make the #MeToo movement even more of a joke than it already has become. I don't think anyone is falling for this BS except for maybe Antifa.	NOT	NULL	NULL
15603	@USER @USER @USER @USER @USER @USER wish Guy Opperman would knockmy door! 1950's/1960's infact everyone LOOKOUT this 'Guy' will tellU you Hv to work till nearly 70 U dont  it's a LIE  just didn't ring fence our NIC's for last 24yrs! £271bill! If today YP worked as long as 1950's they wld be 76SPA! Read #BATTLEBUS URL	NOT	NULL	NULL
34513	@USER He looks sane	NOT	NULL	NULL
14424	@USER #Conservatives #Republicans are #TRAITORS to #America	OFF	TIN	GRP
57989	"@USER Entire audience""  Yeah, that's solid reporting.  LOL."""	NOT	NULL	NULL
13415	@USER you are not the true Columbia Bugle. Gfy	NOT	NULL	NULL
46898	@USER @USER There is no reason. The bravest people politically in our society are black conservative. They are seeing the cities that have the worst quality of life for black Americans have generationally been ran by liberals with promises but no improvements.	NOT	NULL	NULL
23522	@USER He was almost....ALMOST as bad as Obama!	OFF	TIN	IND
23994	@USER Maybe we need more gun control after all - liberals should not be allowed to possess them!	NOT	NULL	NULL
73791	@USER @USER you took a sip of your trusty vault 13 canteen	NOT	NULL	NULL
20506	@USER @USER @USER Think about - Trumper supporters have to hide their support for Trump and/or take the life into their own hands if they go out w/Trump #MAGA hat on-it never was like this in the America I remember.  We could have our own political beliefs but still be civil &amp; cordial! Upsetting	OFF	TIN	IND
18840	@USER He's an actor and a comedian not a political leader	NOT	NULL	NULL
49479	@USER Could you kiss his ass more? You are a complete disgrace as a Senator #VoteHimOut #VoteBlue #VoteThemOut #Blackmail URL	OFF	TIN	IND
24867	@USER @USER I banned him personally a long time ago. But it isn’t breaking the law when I do it.	NOT	NULL	NULL
80858	@USER @USER @USER @USER uses rehab as a place to escape when she’s in trouble. She makes jokes of her situation. She should be in jail for assaulting a police officer and threatening to kill him. She is classless. She should leave with boring Carole.	OFF	TIN	IND
75985	@USER Never had any intentions of showing up. Only intended to delay and testify by way of DNC hit woman lawyer and media.  Time to vote on Kavanaugh and any Republican not confirming as Justice should be remembered by all conservatives at the polls.	NOT	NULL	NULL
54122	@USER Get used to it......thats what he says.	NOT	NULL	NULL
38774	@USER @USER @USER One of the best #MAGA men on Twatter.  Good heart to heart. Hey Jack... URL	NOT	NULL	NULL
25149	@USER EXACTLY!  Nice 😊	NOT	NULL	NULL
54744	@USER @USER So says the man who’s turning California into a third world country.	NOT	NULL	NULL
44019	@USER Football is an all American sport that brings families and communities together.  It also celebrates masculinity. It seems these things are under attack today.	NOT	NULL	NULL
99581	@USER Do you think she is afraid of pigs that are not the same colour as her? 😊	OFF	TIN	OTH
32277	@USER I’ve been following this doll since 06 and he is a STAR. I love you 😍	NOT	NULL	NULL
23969	@USER This girl lied about her upbringing and every time she opens her mouth it shows how foolish she is. Yet she is still a superstar for the left	OFF	TIN	IND
88540	@USER @USER If the NDP were to get 26% then @USER would win because the gains by both the NDP and PCs are directly from the Liberals. However I doubt the NDP get over 20%. I had Ches at the start but he performed really bad in the debates but then again there is a lot of ?s about 1/	NOT	NULL	NULL
36933	@USER You must be on your 2nd bottle of vodka if you are gonna say the reps are radicalized! See antifa or blm or feminazis or abolish ICE or msm or anyone else doing your dirty work!	NOT	NULL	NULL
86925	@USER She is laughing while she looks at up	NOT	NULL	NULL
95146	@USER @USER @USER @USER @USER Clegg worked for The Tories in Europe. He was the ideal Cameron bedfellow.	NOT	NULL	NULL
28348	@USER So as per new promo it will be Maulis journey so you are making her as a shield because she is the saving grace left the leads less said better	NOT	NULL	NULL
12606	@USER @USER @USER @USER He is going to get crushed	NOT	NULL	NULL
32748	100% TRUE! and she is stupid as well! URL	OFF	UNT	NULL
15517	@USER This game is completely won and lost in the midfield. We need the defensive pressure high!	NOT	NULL	NULL
43949	".@USER rates @USER claim that the SAFE Act is the nation's toughest gun control law mostly false."" URL"	OFF	TIN	OTH
71237	@USER @USER @USER I thought liberals were snowflakes	NOT	NULL	NULL
21745	@USER @USER Doomsday for NFL	NOT	NULL	NULL
50044	@USER Hopefully he is a Titan sooner than later :)	NOT	NULL	NULL
50878	@USER You are an asshole!	OFF	TIN	IND
24631	@USER @USER @USER @USER @USER @USER I will admit she hasn’t charted and I blame that on the fact that she is an artist she does things her own way and sometimes not following the trends or staying in a mold will cause you to fall out of the “relevant spotlight”	NOT	NULL	NULL
58086	@USER I think that some might be wearing nasks and carruing Antifa flags	NOT	NULL	NULL
68183	@USER @USER How much you are paying for patrol... ? Do you think it's because of naheru or Zina... Indira... ?	NOT	NULL	NULL
92936	@USER @USER Liberals get the best of both worlds:  a new slave class that will need their government programs and that will turn And vote for them.  Most importantly they get to feel good about themselves	NOT	NULL	NULL
57128	@USER The guy is not even a white Romanian he is a gypsy!	OFF	TIN	IND
94119	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER mine I tell him if you act like antifa I will knock your block...you wanna get bad...i dont care how handicap I will take you down	NOT	NULL	NULL
27002	@USER No better or worse than your darling brat Antifa bashing people’s head in. Love to see the mug shots. They look like meth heads.	OFF	TIN	IND
17890	@USER Flake is a perfect name for this weirdo!	OFF	TIN	IND
16612	@USER A disgrace	NOT	NULL	NULL
88050	@USER He IS in!!!	NOT	NULL	NULL
94541	@USER also shitbiscuit stole most of the Tempe girls u can't blame that on me..	OFF	TIN	IND
59325	@USER Corrupt PR government and others are where you look and you know it Gutierrez.	NOT	NULL	NULL
59539	@USER @USER in every conner coz anti pakistani will not able to attack on our future generation rights	OFF	UNT	NULL
67281	@USER So much ass tho	OFF	UNT	NULL
84990	@USER Bono mocks nationalists during his concert in the last free part of Paris.	NOT	NULL	NULL
98345	@USER Darcy = Dorsey?   I'm not sure why anyone was expecting a balanced platform when the owner is a satanist.	OFF	TIN	IND
45406	@USER @USER @USER So then why was it cool for all the other candidates to discuss issues with Russia over multiple decades?	NOT	NULL	NULL
34423	@USER Packing 💼🕶👢 for TX 🤠👍🏼⚽️♥️- hope you are well🤗 #almostcousins♥️	NOT	NULL	NULL
59711	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER We already established that in the war you are still living. Thats why it isnt happening again	NOT	NULL	NULL
60076	"@USER My feelings exactly.   I was watching a video of an ANTIFA rally"". They were fighting with and cursing at the police. At one point they began fighting with counterprotesters and one was injured. His cohorts immediately began screaming for someone to call 911. Really?"""	NOT	NULL	NULL
93124	@USER Bernie up to his 🤥. You are not telling the WHOLE TRUTH. #WalkAwayFromDemocratsNow	OFF	UNT	NULL
99730	@USER Its still not being updated . Scrapers will get less and less until none are left	NOT	NULL	NULL
78774	@USER You are the besth	NOT	NULL	NULL
34781	@USER @USER @USER Im not excusing his actions but the counter protesters had no right to block the streets  They are partly to blame as well  2 wrongs dont make a right just like antifa going around physically assaulting people and using weapons to hurt people  But your k with one side doing it	NOT	NULL	NULL
78060	@USER He just declassified FISA court info on Carter Page. He is a danger to 🇺🇸security. Loose lips sink ships is his motto	NOT	NULL	NULL
82649	@USER @USER alec we been knew you are problematic just get over it	NOT	NULL	NULL
53785	"@USER PHOOEY! It wasn't about stepping forward"" it was about @USER helping @USER wield a crude sharp axe on the UK's poor and vulnerable. He is a total hypocrite and fraud in a stupid affected style hat."""	OFF	TIN	GRP
89823	"@USER The only thing the principled"" conservatives are outraged about is the clear moral and intellectual need for diversity and inclusion of all people of all faiths.  @USER"	NOT	NULL	NULL
92719	@USER Diversity = Success?  LMAO	NOT	NULL	NULL
84348	@USER Ask @USER she is there now!	NOT	NULL	NULL
32747	@USER @USER Thanks Chris you are very helpful.	NOT	NULL	NULL
80699	@USER Here's a link to my channel with a plethora of topics to peruse: URL	NOT	NULL	NULL
68238	@USER Good. We can only hope. Keep talking.	NOT	NULL	NULL
85147	@USER What’s your point. You are so clearly ignorant about the nature of sexual assault	OFF	TIN	IND
79941	@USER @USER You mean Antifa ?	NOT	NULL	NULL
77962	@USER Do you also wanna do some photography over the weekend? I’m bringing my camera gear!	NOT	NULL	NULL
72727	@USER His fruits comes not only from his mouth; he is a liar and a deceiver. He is definitely NOT a Catholic — he likes to re-form the Church to his own image.	OFF	TIN	IND
66701	"@USER The touch makes him stiffen, hips pressing into that touch... I'm not a fair maiden to win and carry home, Barnes. I /bite/."" And yet, he is merely holding on, no longer unaccustomed to such man handling..."""	NOT	NULL	NULL
81608	.@USER Please commit to a people's vote on Brexit. The Conservatives have made a pig's ear of it.	NOT	NULL	NULL
69147	Louisiana Attorney General Jeff Landry encourages Attorney General #JeffSessions to break up #BigTech companies like #Google and #Facebook  Nothing is going to happen until we get a new AG in November! @USER #MAGA URL	NOT	NULL	NULL
27582	@USER Was there any specific comment that brought up this point recently? And yes you are speakin da troof	NOT	NULL	NULL
27646	@USER                          Good day Sir. How are you doing? How is your family doing? I have always wanted to reach out to you to say that you are a perfect gentleman. I am glad you have ignored most of the mud slinging targeted at your person by the presidency.	NOT	NULL	NULL
61250	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER He did not waste a moment spinning gun control.	NOT	NULL	NULL
52548	@USER Well iWas cool my girl don’t like shit popping out at her so it scared her a little when shit popped out	OFF	TIN	IND
36653	@USER @USER @USER He is pretty good!	NOT	NULL	NULL
72917	@USER @USER I hope you are voting for @USER on Thursday.	NOT	NULL	NULL
19906	@USER The  tweets show how demented liberals have become.  They have zero credibility	OFF	TIN	GRP
16721	@USER Does one bring the other? #Sex #War See Penthouse magazine in the 1980's.  Sex followed by guns.	OFF	UNT	NULL
92016	@USER @USER @USER I love your spirit and taking a stand for our great country.. I wish these liberals  go to a Socialist country	NOT	NULL	NULL
70721	"@USER You act like that won't be fun for both of us.""  She contemplates getting down, he's been gone for a few minutes and she's just standing on a chair like a weirdo.   Just as she is about to get down she sees him walk through the door.   ""Technically I only thought about it."""""	NOT	NULL	NULL
76436	@USER He is too lazy. Just slouches over and waits for the defender to come to him. Bum	OFF	TIN	IND
15235	@USER @USER I know how you feel Stormy Daniels because I used to be a dancer and a go-go girl I have had 10 years under my belt and I know people like that pay under the table or be a hush money so you are not lying about what you doing people make excuses and they don't own up what they do	NOT	NULL	NULL
26109	@USER @USER My old ass was here URL	OFF	TIN	IND
70556	@USER Boycott the NFL	NOT	NULL	NULL
10201	@USER We don't need to talk about gun control; we need to talk about criminal control.	NOT	NULL	NULL
61405	@USER Chances are if you say “hey no need to call her a whore” you’ll get called a libtard and blocked... but more Conservatives need to stand up and call out vile behavior. Difference between telling someone they can’t say something and what was said was wrong.	NOT	NULL	NULL
41862	@USER Wait until he is on your coaching staff and you will change your mind.	NOT	NULL	NULL
47266	"@USER FYI, the Radicalism"" is ALL ON THE LEFT! You SOB's started with Occupy Wall street, when that failed, you got BLM started, and THAT FAILED so you put together ANTIFA... We KNOW what you have done.... you WILL go to GITMO."""	NOT	NULL	NULL
48396	@USER High class Vogue!!	NOT	NULL	NULL
29927	@USER Yes ..shit just move with the wind 😂😂😂😂😂😂she just keep blessing us 😩😩😩😩❤️🤷🏼‍♂️🤦‍♀️	OFF	UNT	NULL
